Fecha,Temperatura_Â°C
2024-01-07,5.44996
2024-01-08,1.5650857966666667
2024-01-09,1.9861706158333328
2024-01-10,3.5201507791666664
2024-01-11,7.541050416666667
2024-01-12,6.819376458333333
2024-01-13,4.737849
2024-01-14,5.245220041666667
2024-01-15,6.530889916666666
2024-01-16,4.964234291666666
2024-01-17,6.989082750000001
2024-01-18,3.488440708333333
2024-01-19,6.282702916666668
2024-01-20,5.840112041666667
2024-01-21,8.431222666666667
2024-01-22,13.043343666666669
2024-01-23,11.602439541666667
2024-01-24,7.381871333333334
2024-01-25,9.026787791666669
2024-01-26,7.844797375
2024-01-27,4.629113
2024-01-28,5.4719045
2024-01-29,5.932676625
2024-01-30,6.741471541666667
2024-01-31,8.212195666666666
2024-02-01,8.868537791666666
2024-02-02,7.33021425
2024-02-03,2.7209631916666663
2024-02-04,5.754503041666666
2024-02-05,7.304126416666667
2024-02-06,6.551639083333334
2024-02-07,1.66842710125
2024-02-08,4.321521083333333
2024-02-09,9.197795291666669
2024-02-10,13.420925833333332
2024-02-11,6.816688333333333
2024-02-12,3.169069995833333
2024-02-13,11.003550958333332
2024-02-14,13.366036666666666
2024-02-15,14.6442475
2024-02-16,12.636508541666666
2024-02-17,5.372738041666668
2024-02-18,4.525194541666667
2024-02-19,8.968942458333332
2024-02-20,9.84488625
2024-02-21,7.299213416666666
2024-02-22,1.874872369
2024-02-23,1.4433171404166665
2024-02-24,5.598368916666666
2024-02-25,9.844604625
2024-02-26,8.802285291666667
2024-02-27,7.133436624999999
2024-02-28,5.442567166666667
2024-02-29,5.3817184375
2024-03-01,4.847625916666667
2024-03-02,1.792475251111111
2024-03-03,1.2750822583333334
2024-03-04,5.446973458333333
2024-03-05,8.258003416666666
2024-03-06,1.9998311208333333
2024-03-07,2.314676181818182
2024-03-09,2.996932
2024-03-10,3.199492181818182
2024-03-11,3.950645
2024-03-12,2.7714423750000003
2024-03-13,2.5367852
2024-03-14,1.5133012857142858
2024-03-15,1.494577281111111
2024-03-16,0.0868288999999999
2024-03-19,1.973090311111111
2024-03-20,-0.1457044443749999
2024-03-21,1.48297935375
2024-03-22,4.305749083333333
2024-03-23,5.9403837
2024-03-24,6.688777375
2024-03-25,6.665698399999999
2024-03-26,5.912106571428572
2024-03-27,3.656885888888889
2024-03-28,5.383855333333333
2024-03-29,2.1977889
2024-03-30,-0.9161185666666666
2024-03-31,-1.63925222
2024-04-01,0.5911721326666667
2024-04-02,0.6802340142857144
2024-04-03,-0.1267148125
2024-04-04,2.1996033333333336
2024-04-05,1.773513577272727
2024-04-06,2.8461524571428574
2024-04-07,1.2303898116666667
2024-04-08,-0.6479722222222222
2024-04-09,-2.3069356208333334
2024-04-10,1.82084621125
2024-04-11,4.877910916666667
2024-04-12,5.059966083333333
2024-04-13,7.242174375
2024-04-14,8.213813041666667
2024-04-15,8.016373958333334
2024-04-16,4.709449083333333
2024-04-17,2.4420808000000003
2024-04-18,1.4402040366666666
2024-04-19,-0.3588058538461538
2024-04-20,-0.91115994
2024-04-21,-2.738245925
2024-04-22,0.73877652125
2024-04-23,-2.2989495625000003
2024-04-24,-1.0343539
2024-04-27,-1.1917022333333334
2024-04-28,-1.3274729916666663
2024-04-29,-0.930338125
2024-05-01,-1.605192375
2024-05-02,-2.8067479285714287
2024-05-03,-1.1389083
2024-05-04,-2.883275
2024-05-05,-5.121151727272727
2024-05-06,-5.836374555555556
2024-05-07,-4.848922375
2024-05-08,-4.505799833333334
2024-05-10,-2.373029
2024-05-11,-2.770464490909091
2024-05-12,-4.377430958333333
2024-05-13,-1.17557753
2024-05-14,0.925884275
2024-05-15,6.2931173000000005
2024-05-16,1.7137868375
2024-05-17,0.616646145
2024-05-18,1.8082556566666668
2024-05-19,-0.293993704117647
2024-05-20,-0.4690286999999999
2024-05-21,-0.8309948555555555
2024-05-22,-1.54795447
2024-05-23,-4.2352295625
2024-05-24,-5.051244176470588
2024-05-25,-2.40662511
2024-05-26,-3.027375735
2024-05-27,0.1892992076923077
2024-05-29,-2.153461571428572
